dataset,analyzer,ngram_range,dim_reduction_name,cv,model_name,features,accuracy,roc_auc,tfidf
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,text_only,0.822,0.8217181854676836,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,text_only,0.796,0.794921875,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,text_only,0.798,0.8046464646464647,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,text_only,0.778,0.7784240930694021,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,text_only,0.782,0.7829131652661064,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,text_only,0.792,0.7926901473812229,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,text_only,0.804,0.8005735433121326,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,text_only,0.822,0.8202729827378563,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,text_only,0.772,0.7709080430327869,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,text_only,0.798,0.8054545454545455,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,text_only,0.782,0.7824726760653535,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.836,0.8375257464441526,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.856,0.8559964047252183,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.866,0.8659999999999999,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.866,0.866085857373718,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.848,0.8471707497072082,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.876,0.875621729862412,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.858,0.8585708550782818,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.832,0.8339415170534714,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.87,0.8710516178736517,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.85,0.8499999999999999,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.864,0.8640298244771916,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.854,0.8534998636312588,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.882,0.8830340417285705,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.834,0.8332798073063027,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.868,0.8707842536940653,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.876,0.8756949005911662,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.844,0.8436392914653784,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.832,0.8324052739375319,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.876,0.8751605033384695,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.854,0.8498989898989898,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.858,0.858329987956644,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.846,0.846766786445157,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.874,0.8736202117944857,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.846,0.8471014492753624,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.848,0.8481822836661546,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.876,0.8749357986646122,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.868,0.8638383838383838,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.846,0.846768366118025,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.894,0.8939743035888575,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.87,0.870843865448182,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.882,0.8814896613533065,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.898,0.8980063681018897,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.902,0.9019904318469096,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.87,0.8696786377312592,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.916,0.9152727740607308,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.886,0.8859421750748012,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.864,0.8654481819949447,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.87,0.8694865885666729,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.896,0.8959983359733756,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.888,0.8880302084833357,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.862,0.8616765892068369,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.896,0.8945895522388061,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.894,0.8938167096061832,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.884,0.8825264113033897,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.902,0.9011348475350018,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.884,0.8841378426440667,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.896,0.8957208542270783,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.894,0.8937903522965763,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.876,0.8752301804614818,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.888,0.8879358627642381,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.888,0.8861235336055479,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.884,0.8826413335262252,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.876,0.876415834922059,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.89,0.890073535301751,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.886,0.8859241577083901,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.866,0.865054202494756,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,all,0.868,0.8675473160648537,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,all,0.898,0.8986606642208302,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,all,0.88,0.8798073063026898,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,all,0.896,0.8963469440164354,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,all,0.866,0.866533609067154,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,all,0.882,0.8810670261941448,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,all,0.876,0.8775394942795824,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,all,0.858,0.8568729410244815,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,all,0.904,0.9043079831461575,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,all,0.894,0.8930148534725011,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,all,0.904,0.9039227015921931,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,all,0.872,0.8724570769008799,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,all,0.874,0.8732665639445301,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,all,0.876,0.8779106356198867,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,all,0.904,0.9038015206082434,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,all,0.876,0.8758861276023746,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,all,0.886,0.8852032233774971,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,all,0.888,0.8890405459654758,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,all,0.886,0.8862704918032787,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,all,0.89,0.8931313131313131,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,all,0.884,0.8838872797682866,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,all,0.894,0.8936774709883953,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,all,0.876,0.8759341345153702,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,all,0.884,0.8835610951793524,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,all,0.902,0.9027298273785628,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,all,0.892,0.8920338114754098,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,all,0.892,0.892929292929293,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,all,0.896,0.8960330287561409,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.706,0.70504711396552,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.744,0.7411723163841808,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.772,0.7720000000000001,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.738,0.7380998095969536,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.73,0.7304150422743098,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.77,0.7703798204250372,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.746,0.7432757928542755,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.728,0.7308746492807214,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.758,0.7560028248587569,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.728,0.7280000000000002,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.76,0.7600281604505672,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.726,0.7247356852930323,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.746,0.748482010206059,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.758,0.7541148133279807,False
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.776,0.7761001627483524,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.746,0.7431471186657909,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.714,0.7136070853462159,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.73,0.7298707117255505,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.748,0.75057781201849,True
bikewale,char,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.748,0.736969696969697,True
